operation_time,location,company,engine,milage,maintenance_needed
2932,desert,mahindra,Ashok Leyland Dost Strong,22 kmpl,1
3679,rainy,mahindra,Mahindra Supro Profit Truck (Mini),19.71 kmpl,1
6071,desert,ashok leyland,Mahindra Supro Profit Truck (Mini),19.6 kmpl,1
4264,desert,bharat benz,Mahindra Jeeto Plus,19.6 kmpl,0
8041,humid,tata,Maruti Suzuki Eeco Cargo,19.71 kmpl,1
5669,hilly,bharat benz,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
4400,rainy,bharat benz,Mahindra Jeeto Plus,18 kmpl,0
6369,all,tata,Maruti Suzuki Super Carry,19.6 kmpl,0
3918,all,ashok leyland,Mahindra Supro Profit Truck (Mini),19.71 kmpl,1
2006,desert,bharat benz,Mahindra Supro Profit Truck (Mini),19.71 kmpl,1
6354,humid,mahindra,Mahindra Jeeto Plus,21.2 kmpl,0
860,humid,tata,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
7930,all,eicher motors,Mahindra Supro Profit Truck (Mini),22 kmpl,1
7450,rainy,ashok leyland,Maruti Suzuki Super Carry,19.6 kmpl,0
6338,hilly,tata,Mahindra Supro Profit Truck (Mini),22 kmpl,0
6190,rainy,eicher motors,Maruti Suzuki Super Carry,19.71 kmpl,1
6131,hilly,eicher motors,Ashok Leyland Dost Strong,18 kmpl,0
7787,all,bharat benz,Ashok Leyland Dost Strong,18 kmpl,0
9191,hilly,bharat benz,Maruti Suzuki Super Carry,21.2 kmpl,0
8572,humid,bharat benz,Maruti Suzuki Eeco Cargo,18 kmpl,0
1987,desert,tata,Mahindra Supro Profit Truck (Mini),18 kmpl,1
3366,desert,tata,Mahindra Supro Profit Truck (Mini),18 kmpl,0
766,all,ashok leyland,Ashok Leyland Dost Strong,19.71 kmpl,1
4288,humid,bharat benz,Maruti Suzuki Super Carry,18 kmpl,1
771,rainy,eicher motors,Mahindra Supro Profit Truck (Mini),18 kmpl,1
6877,humid,mahindra,Mahindra Supro Profit Truck (Mini),18 kmpl,0
7670,desert,ashok leyland,Maruti Suzuki Eeco Cargo,22 kmpl,0
8056,desert,tata,Mahindra Jeeto Plus,19.71 kmpl,0
5224,humid,ashok leyland,Ashok Leyland Dost Strong,21.2 kmpl,0
5685,humid,ashok leyland,Ashok Leyland Dost Strong,22 kmpl,1
4877,desert,ashok leyland,Mahindra Jeeto Plus,19.6 kmpl,0
4000,rainy,ashok leyland,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
6777,all,mahindra,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
7081,all,bharat benz,Maruti Suzuki Eeco Cargo,19.6 kmpl,1
6476,humid,eicher motors,Ashok Leyland Dost Strong,19.6 kmpl,1
623,all,ashok leyland,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
2493,desert,ashok leyland,Mahindra Jeeto Plus,21.2 kmpl,1
2693,desert,ashok leyland,Mahindra Supro Profit Truck (Mini),18 kmpl,0
7340,humid,bharat benz,Mahindra Jeeto Plus,19.71 kmpl,0
7037,humid,tata,Maruti Suzuki Super Carry,18 kmpl,1
6290,humid,tata,Ashok Leyland Dost Strong,18 kmpl,0
5340,rainy,mahindra,Maruti Suzuki Eeco Cargo,19.6 kmpl,1
6593,all,tata,Maruti Suzuki Super Carry,21.2 kmpl,0
2978,humid,ashok leyland,Maruti Suzuki Eeco Cargo,22 kmpl,0
4243,hilly,ashok leyland,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
3744,hilly,ashok leyland,Mahindra Supro Profit Truck (Mini),18 kmpl,0
4532,desert,mahindra,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
1376,all,ashok leyland,Maruti Suzuki Eeco Cargo,19.6 kmpl,1
5911,humid,tata,Maruti Suzuki Super Carry,22 kmpl,0
402,hilly,bharat benz,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
738,all,bharat benz,Maruti Suzuki Super Carry,22 kmpl,0
155,desert,eicher motors,Maruti Suzuki Eeco Cargo,18 kmpl,0
8817,rainy,tata,Maruti Suzuki Super Carry,22 kmpl,0
8250,all,ashok leyland,Maruti Suzuki Eeco Cargo,22 kmpl,0
2225,all,bharat benz,Maruti Suzuki Eeco Cargo,22 kmpl,0
464,rainy,tata,Ashok Leyland Dost Strong,21.2 kmpl,0
6909,all,bharat benz,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
4721,desert,ashok leyland,Maruti Suzuki Eeco Cargo,18 kmpl,1
5226,desert,bharat benz,Mahindra Jeeto Plus,22 kmpl,1
5222,rainy,eicher motors,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
1746,humid,eicher motors,Ashok Leyland Dost Strong,18 kmpl,1
1018,hilly,bharat benz,Ashok Leyland Dost Strong,22 kmpl,0
2897,humid,tata,Ashok Leyland Dost Strong,22 kmpl,1
6606,all,tata,Mahindra Jeeto Plus,21.2 kmpl,1
5970,hilly,tata,Maruti Suzuki Eeco Cargo,18 kmpl,0
1631,rainy,bharat benz,Mahindra Supro Profit Truck (Mini),22 kmpl,0
8272,rainy,tata,Maruti Suzuki Super Carry,22 kmpl,1
3445,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,18 kmpl,1
7773,desert,eicher motors,Mahindra Jeeto Plus,19.71 kmpl,1
7049,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,18 kmpl,0
6982,all,tata,Maruti Suzuki Eeco Cargo,18 kmpl,0
2006,desert,ashok leyland,Mahindra Jeeto Plus,19.71 kmpl,0
3186,rainy,tata,Ashok Leyland Dost Strong,18 kmpl,1
8252,hilly,bharat benz,Ashok Leyland Dost Strong,22 kmpl,0
5850,humid,ashok leyland,Mahindra Supro Profit Truck (Mini),18 kmpl,1
9005,humid,bharat benz,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
1162,all,bharat benz,Ashok Leyland Dost Strong,19.6 kmpl,0
2076,humid,mahindra,Maruti Suzuki Super Carry,18 kmpl,0
1396,hilly,tata,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
6329,hilly,eicher motors,Maruti Suzuki Super Carry,22 kmpl,0
7741,humid,tata,Maruti Suzuki Eeco Cargo,22 kmpl,0
225,hilly,eicher motors,Ashok Leyland Dost Strong,21.2 kmpl,0
4732,all,tata,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
6388,desert,bharat benz,Mahindra Supro Profit Truck (Mini),18 kmpl,0
3696,all,ashok leyland,Maruti Suzuki Super Carry,21.2 kmpl,1
6268,all,ashok leyland,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
9895,hilly,mahindra,Ashok Leyland Dost Strong,19.71 kmpl,0
7661,desert,eicher motors,Maruti Suzuki Super Carry,21.2 kmpl,1
8358,hilly,eicher motors,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
332,rainy,eicher motors,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
9461,hilly,bharat benz,Mahindra Jeeto Plus,22 kmpl,0
6471,hilly,eicher motors,Mahindra Supro Profit Truck (Mini),22 kmpl,1
4306,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,18 kmpl,1
9785,desert,bharat benz,Maruti Suzuki Super Carry,19.6 kmpl,1
8043,hilly,tata,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
6991,desert,eicher motors,Mahindra Jeeto Plus,19.71 kmpl,0
6838,humid,eicher motors,Ashok Leyland Dost Strong,19.6 kmpl,1
2572,rainy,tata,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
2839,desert,eicher motors,Maruti Suzuki Super Carry,22 kmpl,0
5501,humid,tata,Ashok Leyland Dost Strong,19.71 kmpl,1
1861,desert,bharat benz,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
976,desert,ashok leyland,Maruti Suzuki Super Carry,19.6 kmpl,0
3912,rainy,tata,Ashok Leyland Dost Strong,19.6 kmpl,0
9604,all,mahindra,Maruti Suzuki Super Carry,19.71 kmpl,0
1560,all,tata,Mahindra Jeeto Plus,21.2 kmpl,0
1833,desert,eicher motors,Mahindra Jeeto Plus,19.6 kmpl,1
1705,hilly,bharat benz,Mahindra Supro Profit Truck (Mini),18 kmpl,0
5722,humid,bharat benz,Mahindra Supro Profit Truck (Mini),18 kmpl,0
6867,hilly,tata,Mahindra Jeeto Plus,22 kmpl,1
7086,hilly,ashok leyland,Maruti Suzuki Super Carry,19.71 kmpl,0
3617,desert,mahindra,Mahindra Jeeto Plus,21.2 kmpl,0
3835,desert,bharat benz,Mahindra Supro Profit Truck (Mini),22 kmpl,1
9452,desert,eicher motors,Mahindra Jeeto Plus,19.71 kmpl,1
8534,desert,eicher motors,Mahindra Jeeto Plus,19.6 kmpl,0
2690,all,ashok leyland,Maruti Suzuki Super Carry,18 kmpl,1
1163,desert,bharat benz,Ashok Leyland Dost Strong,21.2 kmpl,0
4424,all,tata,Mahindra Supro Profit Truck (Mini),18 kmpl,1
9211,all,eicher motors,Maruti Suzuki Super Carry,19.6 kmpl,0
5442,desert,ashok leyland,Mahindra Jeeto Plus,19.71 kmpl,1
105,rainy,bharat benz,Mahindra Jeeto Plus,19.6 kmpl,0
7589,humid,bharat benz,Ashok Leyland Dost Strong,19.6 kmpl,0
8759,hilly,bharat benz,Mahindra Supro Profit Truck (Mini),18 kmpl,0
8295,all,bharat benz,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
6066,humid,bharat benz,Maruti Suzuki Eeco Cargo,19.6 kmpl,1
8937,rainy,eicher motors,Mahindra Supro Profit Truck (Mini),18 kmpl,0
217,hilly,ashok leyland,Ashok Leyland Dost Strong,21.2 kmpl,0
2651,hilly,bharat benz,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
5660,all,mahindra,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
4389,desert,mahindra,Mahindra Jeeto Plus,22 kmpl,1
946,rainy,ashok leyland,Mahindra Jeeto Plus,18 kmpl,1
6416,all,tata,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
6569,rainy,tata,Maruti Suzuki Eeco Cargo,19.6 kmpl,1
9433,desert,tata,Mahindra Jeeto Plus,19.71 kmpl,1
9015,desert,mahindra,Ashok Leyland Dost Strong,21.2 kmpl,0
324,all,tata,Mahindra Jeeto Plus,18 kmpl,0
4308,desert,eicher motors,Mahindra Jeeto Plus,22 kmpl,1
6383,humid,bharat benz,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
2148,hilly,mahindra,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
6333,all,ashok leyland,Maruti Suzuki Super Carry,21.2 kmpl,0
9865,rainy,ashok leyland,Ashok Leyland Dost Strong,21.2 kmpl,0
1928,humid,bharat benz,Maruti Suzuki Eeco Cargo,18 kmpl,0
2017,all,mahindra,Mahindra Supro Profit Truck (Mini),18 kmpl,0
4334,desert,tata,Ashok Leyland Dost Strong,18 kmpl,1
7088,desert,tata,Ashok Leyland Dost Strong,19.6 kmpl,0
2126,desert,eicher motors,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
3844,desert,eicher motors,Ashok Leyland Dost Strong,19.71 kmpl,1
9193,rainy,tata,Maruti Suzuki Eeco Cargo,18 kmpl,0
109,humid,ashok leyland,Mahindra Jeeto Plus,18 kmpl,0
360,hilly,ashok leyland,Maruti Suzuki Super Carry,21.2 kmpl,1
6138,rainy,eicher motors,Mahindra Jeeto Plus,18 kmpl,1
9965,rainy,bharat benz,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
2319,hilly,tata,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
7141,hilly,eicher motors,Mahindra Jeeto Plus,18 kmpl,0
2160,desert,eicher motors,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
5387,rainy,tata,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
1719,all,tata,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
8612,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,22 kmpl,0
1442,hilly,bharat benz,Ashok Leyland Dost Strong,18 kmpl,0
2932,humid,bharat benz,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
2924,all,tata,Ashok Leyland Dost Strong,19.6 kmpl,0
2094,all,mahindra,Mahindra Jeeto Plus,19.71 kmpl,1
3590,hilly,eicher motors,Maruti Suzuki Super Carry,19.71 kmpl,1
9410,desert,eicher motors,Ashok Leyland Dost Strong,21.2 kmpl,0
8084,humid,tata,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
1704,all,mahindra,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
335,hilly,ashok leyland,Mahindra Jeeto Plus,22 kmpl,0
2008,all,tata,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
8667,humid,tata,Mahindra Jeeto Plus,19.6 kmpl,0
3630,humid,eicher motors,Maruti Suzuki Super Carry,22 kmpl,0
5356,rainy,tata,Maruti Suzuki Eeco Cargo,22 kmpl,1
2735,hilly,tata,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
8262,humid,tata,Maruti Suzuki Super Carry,18 kmpl,0
9862,rainy,eicher motors,Maruti Suzuki Eeco Cargo,19.71 kmpl,1
2660,rainy,ashok leyland,Ashok Leyland Dost Strong,22 kmpl,0
5515,all,ashok leyland,Mahindra Jeeto Plus,19.6 kmpl,0
3491,all,tata,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
6051,rainy,eicher motors,Maruti Suzuki Super Carry,18 kmpl,0
5568,all,ashok leyland,Ashok Leyland Dost Strong,19.71 kmpl,1
8107,humid,ashok leyland,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
9164,desert,ashok leyland,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
9544,humid,eicher motors,Maruti Suzuki Super Carry,22 kmpl,0
6513,rainy,eicher motors,Ashok Leyland Dost Strong,19.6 kmpl,0
7041,rainy,tata,Mahindra Supro Profit Truck (Mini),19.6 kmpl,1
9606,humid,bharat benz,Mahindra Supro Profit Truck (Mini),22 kmpl,1
4920,all,ashok leyland,Ashok Leyland Dost Strong,21.2 kmpl,0
2998,all,bharat benz,Maruti Suzuki Eeco Cargo,22 kmpl,0
7646,rainy,eicher motors,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
177,hilly,eicher motors,Mahindra Jeeto Plus,22 kmpl,1
7677,all,eicher motors,Ashok Leyland Dost Strong,22 kmpl,0
4327,humid,bharat benz,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
700,all,eicher motors,Maruti Suzuki Super Carry,19.71 kmpl,0
1165,humid,tata,Mahindra Jeeto Plus,18 kmpl,0
2236,rainy,eicher motors,Mahindra Supro Profit Truck (Mini),18 kmpl,0
9610,all,mahindra,Mahindra Jeeto Plus,19.6 kmpl,0
7043,humid,bharat benz,Mahindra Jeeto Plus,22 kmpl,0
7904,rainy,mahindra,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
6665,hilly,eicher motors,Mahindra Jeeto Plus,21.2 kmpl,0
6084,humid,tata,Maruti Suzuki Eeco Cargo,18 kmpl,1
5242,hilly,ashok leyland,Ashok Leyland Dost Strong,22 kmpl,0
4770,hilly,eicher motors,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
2290,desert,tata,Maruti Suzuki Super Carry,21.2 kmpl,0
9284,all,bharat benz,Mahindra Supro Profit Truck (Mini),22 kmpl,0
2812,humid,mahindra,Ashok Leyland Dost Strong,21.2 kmpl,0
2292,hilly,mahindra,Ashok Leyland Dost Strong,22 kmpl,1
1348,desert,mahindra,Maruti Suzuki Super Carry,22 kmpl,0
4133,rainy,bharat benz,Maruti Suzuki Eeco Cargo,19.71 kmpl,1
2097,humid,tata,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
3787,hilly,bharat benz,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
4118,all,mahindra,Mahindra Jeeto Plus,21.2 kmpl,0
2070,desert,eicher motors,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
8489,hilly,ashok leyland,Ashok Leyland Dost Strong,19.71 kmpl,1
5865,all,bharat benz,Mahindra Supro Profit Truck (Mini),19.71 kmpl,1
1302,hilly,bharat benz,Maruti Suzuki Eeco Cargo,18 kmpl,1
8235,humid,tata,Mahindra Supro Profit Truck (Mini),18 kmpl,1
5667,humid,tata,Mahindra Supro Profit Truck (Mini),18 kmpl,1
7767,humid,bharat benz,Mahindra Jeeto Plus,22 kmpl,0
5842,desert,mahindra,Mahindra Jeeto Plus,21.2 kmpl,0
5888,humid,ashok leyland,Ashok Leyland Dost Strong,19.6 kmpl,0
5508,all,tata,Maruti Suzuki Super Carry,22 kmpl,0
8769,hilly,mahindra,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
9546,rainy,eicher motors,Maruti Suzuki Super Carry,21.2 kmpl,0
1022,all,tata,Ashok Leyland Dost Strong,19.71 kmpl,0
519,all,mahindra,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
2304,humid,mahindra,Mahindra Supro Profit Truck (Mini),22 kmpl,0
1220,desert,ashok leyland,Maruti Suzuki Super Carry,19.71 kmpl,0
1050,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
2436,desert,eicher motors,Mahindra Jeeto Plus,19.71 kmpl,0
5473,hilly,mahindra,Maruti Suzuki Eeco Cargo,18 kmpl,0
2343,hilly,mahindra,Maruti Suzuki Super Carry,19.71 kmpl,0
2745,desert,ashok leyland,Mahindra Jeeto Plus,21.2 kmpl,0
4712,all,tata,Maruti Suzuki Eeco Cargo,22 kmpl,0
1965,hilly,tata,Mahindra Jeeto Plus,19.6 kmpl,0
6128,desert,bharat benz,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
7426,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
6471,rainy,bharat benz,Mahindra Jeeto Plus,19.6 kmpl,0
6459,all,ashok leyland,Mahindra Jeeto Plus,19.6 kmpl,0
7963,humid,eicher motors,Mahindra Jeeto Plus,18 kmpl,0
3328,hilly,mahindra,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
3819,rainy,eicher motors,Ashok Leyland Dost Strong,21.2 kmpl,0
2471,humid,ashok leyland,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
2991,humid,mahindra,Maruti Suzuki Super Carry,19.71 kmpl,0
3856,hilly,tata,Maruti Suzuki Eeco Cargo,19.71 kmpl,1
4325,desert,tata,Mahindra Jeeto Plus,19.71 kmpl,0
194,hilly,bharat benz,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
2774,rainy,ashok leyland,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
6998,humid,ashok leyland,Maruti Suzuki Eeco Cargo,18 kmpl,0
893,hilly,tata,Mahindra Jeeto Plus,19.71 kmpl,0
2216,desert,eicher motors,Mahindra Supro Profit Truck (Mini),22 kmpl,0
5879,hilly,mahindra,Mahindra Supro Profit Truck (Mini),18 kmpl,0
6266,all,eicher motors,Maruti Suzuki Super Carry,22 kmpl,0
914,desert,eicher motors,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
445,rainy,tata,Mahindra Supro Profit Truck (Mini),18 kmpl,0
8654,humid,tata,Mahindra Supro Profit Truck (Mini),18 kmpl,0
2543,hilly,tata,Ashok Leyland Dost Strong,21.2 kmpl,0
7883,desert,bharat benz,Ashok Leyland Dost Strong,19.6 kmpl,1
1084,all,eicher motors,Mahindra Supro Profit Truck (Mini),19.6 kmpl,1
7890,desert,ashok leyland,Maruti Suzuki Super Carry,18 kmpl,1
9931,all,mahindra,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
927,rainy,bharat benz,Mahindra Jeeto Plus,18 kmpl,1
3631,humid,ashok leyland,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
7247,rainy,eicher motors,Maruti Suzuki Super Carry,18 kmpl,0
4551,hilly,tata,Mahindra Jeeto Plus,19.6 kmpl,0
3976,desert,eicher motors,Maruti Suzuki Super Carry,19.6 kmpl,1
6059,all,mahindra,Mahindra Jeeto Plus,18 kmpl,0
226,all,bharat benz,Maruti Suzuki Eeco Cargo,18 kmpl,0
